# T3 paper diagnostic metrics — all per-run scalars from summary_T*.csv (read, not recomputed)
# Source: webwalkerqa/run/run_main_table.py compute_qpd / compute_itc / compute_atc
# QPD = Query Pairwise Diversity: mean Jaccard distance over all pairs of turn-1 queries across the k threads (per question, then averaged over questions)
# ITC = Inter-Turn Coherence: per thread, mean Jaccard similarity of turn-1 query vs each later turn's query; averaged over threads then questions
# ATC = Across-Thread Coherence (despite the name, this is a DISTANCE): per turn, mean pairwise Jaccard distance between threads' queries; averaged across turns and questions
# Sequential (k=1) writes 0.0 for all three metrics by construction (no pair to compare).
model,dataset,condition,k,seed,num_questions,QPD,ITC,ATC,source_dir
qwen3-1.7b,musique,diversity_parallel,4,1,512,0.5873674511718746,0.5037074531250002,0.5177367890624999,main_table_clueweb_t8/qwen3-1.7b/musique/div_k4/run_1
qwen3-1.7b,musique,diversity_parallel,4,2,512,0.5920126542968753,0.5112360898437506,0.5236486269531252,main_table_clueweb_t8/qwen3-1.7b/musique/div_k4/run_2
qwen3-1.7b,musique,diversity_parallel,4,3,512,0.5866190859374998,0.51787684375,0.5190722128906248,main_table_clueweb_t8/qwen3-1.7b/musique/div_k4/run_3
qwen3-1.7b,musique,diversity_parallel,8,1,512,0.5256975703125002,0.526561533203125,0.4275162539062504,main_table_clueweb_t8/qwen3-1.7b/musique/div_k8/run_1
qwen3-1.7b,musique,diversity_parallel,8,2,512,0.5345373437500006,0.5216500292968752,0.4764323710937503,main_table_clueweb_t8/qwen3-1.7b/musique/div_k8/run_2
qwen3-1.7b,musique,diversity_parallel,8,3,512,0.5337035000000002,0.5241494121093752,0.4715611074218749,main_table_clueweb_t8/qwen3-1.7b/musique/div_k8/run_3
qwen3-1.7b,musique,naive_parallel,4,1,512,0.222545228515625,0.7145390039062504,0.232595677734375,main_table_clueweb_t8/qwen3-1.7b/musique/naive_k4/run_1
qwen3-1.7b,musique,naive_parallel,4,2,512,0.2227507929687499,0.7161018476562494,0.2317951660156249,main_table_clueweb_t8/qwen3-1.7b/musique/naive_k4/run_2
qwen3-1.7b,musique,naive_parallel,4,3,512,0.222202142578125,0.7171477890625001,0.234489703125,main_table_clueweb_t8/qwen3-1.7b/musique/naive_k4/run_3
qwen3-1.7b,musique,naive_parallel,8,1,512,0.2167874589843751,0.738198791015625,0.22801778125,main_table_clueweb_t8/qwen3-1.7b/musique/naive_k8/run_1
qwen3-1.7b,musique,naive_parallel,8,2,512,0.22686119140625,0.7317608437500003,0.237111974609375,main_table_clueweb_t8/qwen3-1.7b/musique/naive_k8/run_2
qwen3-1.7b,musique,naive_parallel,8,3,512,0.219133548828125,0.7312824550781256,0.2328663359375,main_table_clueweb_t8/qwen3-1.7b/musique/naive_k8/run_3
qwen3-1.7b,musique,sequential,1,1,512,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-1.7b/musique/seq/run_1
qwen3-1.7b,musique,sequential,1,2,512,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-1.7b/musique/seq/run_2
qwen3-1.7b,musique,sequential,1,3,512,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-1.7b/musique/seq/run_3
qwen3-4b,2wikimultihopqa,diversity_parallel,4,1,512,0.7194861914062496,0.094795712890625,0.7181392656249993,main_table_clueweb_t8/qwen3-4b/2wikimultihopqa/div_k4/run_1
qwen3-4b,2wikimultihopqa,diversity_parallel,4,2,512,0.7099340546874997,0.09696696875,0.7082771503906246,main_table_clueweb_t8/qwen3-4b/2wikimultihopqa/div_k4/run_2
qwen3-4b,2wikimultihopqa,diversity_parallel,4,3,512,0.7148673574218752,0.0958715136718749,0.7132077929687503,main_table_clueweb_t8/qwen3-4b/2wikimultihopqa/div_k4/run_3
qwen3-4b,2wikimultihopqa,diversity_parallel,8,1,512,0.6506829003906247,0.1732188535156249,0.6484208339843748,main_table_clueweb_t8/qwen3-4b/2wikimultihopqa/div_k8/run_1
qwen3-4b,2wikimultihopqa,diversity_parallel,8,2,512,0.6520156289062502,0.1769952753906249,0.6495453281249999,main_table_clueweb_t8/qwen3-4b/2wikimultihopqa/div_k8/run_2
qwen3-4b,2wikimultihopqa,diversity_parallel,8,3,512,0.656766208984375,0.1826500878906249,0.654109552734375,main_table_clueweb_t8/qwen3-4b/2wikimultihopqa/div_k8/run_3
qwen3-4b,2wikimultihopqa,naive_parallel,4,1,512,0.107017287109375,0.063696568359375,0.107385087890625,main_table_clueweb_t8/qwen3-4b/2wikimultihopqa/naive_k4/run_1
qwen3-4b,2wikimultihopqa,naive_parallel,4,2,512,0.126724375,0.062937083984375,0.127626220703125,main_table_clueweb_t8/qwen3-4b/2wikimultihopqa/naive_k4/run_2
qwen3-4b,2wikimultihopqa,naive_parallel,4,3,512,0.1205184882812499,0.0581908242187499,0.1211902617187499,main_table_clueweb_t8/qwen3-4b/2wikimultihopqa/naive_k4/run_3
qwen3-4b,2wikimultihopqa,naive_parallel,8,1,512,0.1395409707031248,0.1098174257812499,0.1400805937499998,main_table_clueweb_t8/qwen3-4b/2wikimultihopqa/naive_k8/run_1
qwen3-4b,2wikimultihopqa,naive_parallel,8,2,512,0.1377180605468749,0.0936849453124999,0.1388454316406249,main_table_clueweb_t8/qwen3-4b/2wikimultihopqa/naive_k8/run_2
qwen3-4b,2wikimultihopqa,naive_parallel,8,3,512,0.135044615234375,0.1051991757812499,0.1347305625,main_table_clueweb_t8/qwen3-4b/2wikimultihopqa/naive_k8/run_3
qwen3-4b,2wikimultihopqa,sequential,1,1,512,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-4b/2wikimultihopqa/seq/run_1
qwen3-4b,2wikimultihopqa,sequential,1,2,512,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-4b/2wikimultihopqa/seq/run_2
qwen3-4b,2wikimultihopqa,sequential,1,3,512,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-4b/2wikimultihopqa/seq/run_3
qwen3-4b,GAIA,diversity_parallel,4,1,103,0.6655065436893206,0.5638890970873786,0.5960174466019418,main_table_clueweb_t8/qwen3-4b/GAIA/div_k4/run_1
qwen3-4b,GAIA,diversity_parallel,4,2,103,0.6688561747572813,0.5614714757281553,0.609418844660194,main_table_clueweb_t8/qwen3-4b/GAIA/div_k4/run_2
qwen3-4b,GAIA,diversity_parallel,4,3,103,0.671143951456311,0.5769785048543691,0.6198326019417474,main_table_clueweb_t8/qwen3-4b/GAIA/div_k4/run_3
qwen3-4b,GAIA,diversity_parallel,8,1,103,0.6056305825242718,0.6106310485436894,0.5503605242718448,main_table_clueweb_t8/qwen3-4b/GAIA/div_k8/run_1
qwen3-4b,GAIA,diversity_parallel,8,2,103,0.6136571456310678,0.627351776699029,0.5663452038834952,main_table_clueweb_t8/qwen3-4b/GAIA/div_k8/run_2
qwen3-4b,GAIA,diversity_parallel,8,3,103,0.6166325631067958,0.6352109126213593,0.5623265631067962,main_table_clueweb_t8/qwen3-4b/GAIA/div_k8/run_3
qwen3-4b,GAIA,naive_parallel,4,1,103,0.1704167669902913,0.7403893203883495,0.1668772233009708,main_table_clueweb_t8/qwen3-4b/GAIA/naive_k4/run_1
qwen3-4b,GAIA,naive_parallel,4,2,103,0.148659708737864,0.6808841262135923,0.150444281553398,main_table_clueweb_t8/qwen3-4b/GAIA/naive_k4/run_2
qwen3-4b,GAIA,naive_parallel,4,3,103,0.1523630291262135,0.7410342621359225,0.1503508640776699,main_table_clueweb_t8/qwen3-4b/GAIA/naive_k4/run_3
qwen3-4b,GAIA,naive_parallel,8,1,103,0.1536982718446601,0.7786421359223301,0.1557131650485436,main_table_clueweb_t8/qwen3-4b/GAIA/naive_k8/run_1
qwen3-4b,GAIA,naive_parallel,8,2,103,0.153188,0.7508992427184465,0.1558616504854368,main_table_clueweb_t8/qwen3-4b/GAIA/naive_k8/run_2
qwen3-4b,GAIA,naive_parallel,8,3,103,0.1493447766990291,0.7677360582524273,0.1490936699029126,main_table_clueweb_t8/qwen3-4b/GAIA/naive_k8/run_3
qwen3-4b,GAIA,sequential,1,1,103,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-4b/GAIA/seq/run_1
qwen3-4b,GAIA,sequential,1,2,103,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-4b/GAIA/seq/run_2
qwen3-4b,GAIA,sequential,1,3,103,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-4b/GAIA/seq/run_3
qwen3-4b,bamboogle,diversity_parallel,4,1,125,0.6854597279999999,0.2156715199999999,0.6749440639999998,main_table_clueweb_t8/qwen3-4b/bamboogle/div_k4/run_1
qwen3-4b,bamboogle,diversity_parallel,4,2,125,0.6841877439999998,0.202253768,0.673662656,main_table_clueweb_t8/qwen3-4b/bamboogle/div_k4/run_2
qwen3-4b,bamboogle,diversity_parallel,4,3,125,0.687780728,0.231882536,0.673019888,main_table_clueweb_t8/qwen3-4b/bamboogle/div_k4/run_3
qwen3-4b,bamboogle,diversity_parallel,8,1,125,0.623536984,0.304632256,0.6110785200000002,main_table_clueweb_t8/qwen3-4b/bamboogle/div_k8/run_1
qwen3-4b,bamboogle,diversity_parallel,8,2,125,0.6290492480000002,0.286324456,0.6139415280000001,main_table_clueweb_t8/qwen3-4b/bamboogle/div_k8/run_2
qwen3-4b,bamboogle,diversity_parallel,8,3,125,0.6177728399999999,0.310895552,0.606534504,main_table_clueweb_t8/qwen3-4b/bamboogle/div_k8/run_3
qwen3-4b,bamboogle,naive_parallel,4,1,125,0.098143784,0.1676,0.099371384,main_table_clueweb_t8/qwen3-4b/bamboogle/naive_k4/run_1
qwen3-4b,bamboogle,naive_parallel,4,2,125,0.091973152,0.144862344,0.091682112,main_table_clueweb_t8/qwen3-4b/bamboogle/naive_k4/run_2
qwen3-4b,bamboogle,naive_parallel,4,3,125,0.10529424,0.163489104,0.105282208,main_table_clueweb_t8/qwen3-4b/bamboogle/naive_k4/run_3
qwen3-4b,bamboogle,naive_parallel,8,1,125,0.095190552,0.18917192,0.093844872,main_table_clueweb_t8/qwen3-4b/bamboogle/naive_k8/run_1
qwen3-4b,bamboogle,naive_parallel,8,2,125,0.1032495039999999,0.218677712,0.1025423599999999,main_table_clueweb_t8/qwen3-4b/bamboogle/naive_k8/run_2
qwen3-4b,bamboogle,naive_parallel,8,3,125,0.0998209279999999,0.192816312,0.0992656639999999,main_table_clueweb_t8/qwen3-4b/bamboogle/naive_k8/run_3
qwen3-4b,bamboogle,sequential,1,1,125,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-4b/bamboogle/seq/run_1
qwen3-4b,bamboogle,sequential,1,2,125,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-4b/bamboogle/seq/run_2
qwen3-4b,bamboogle,sequential,1,3,125,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-4b/bamboogle/seq/run_3
qwen3-4b,frames,diversity_parallel,4,1,824,0.6694093580097086,0.4429767718446601,0.6408700570388349,main_table_clueweb_t8/qwen3-4b/frames/div_k4/run_1
qwen3-4b,frames,diversity_parallel,4,2,824,0.6716314648058246,0.4190117475728155,0.6377252402912625,main_table_clueweb_t8/qwen3-4b/frames/div_k4/run_2
qwen3-4b,frames,diversity_parallel,4,3,824,0.6714115970873785,0.4267984041262143,0.6398264332524265,main_table_clueweb_t8/qwen3-4b/frames/div_k4/run_3
qwen3-4b,frames,diversity_parallel,8,1,824,0.6122714405339801,0.4892972572815536,0.5822526043689318,main_table_clueweb_t8/qwen3-4b/frames/div_k8/run_1
qwen3-4b,frames,diversity_parallel,8,2,824,0.6090635570388346,0.4837633847087381,0.58266636407767,main_table_clueweb_t8/qwen3-4b/frames/div_k8/run_2
qwen3-4b,frames,diversity_parallel,8,3,824,0.6127233932038839,0.4850207900485438,0.5844428325242724,main_table_clueweb_t8/qwen3-4b/frames/div_k8/run_3
qwen3-4b,frames,naive_parallel,4,1,824,0.1212047536407766,0.465985001213592,0.1220495691747572,main_table_clueweb_t8/qwen3-4b/frames/naive_k4/run_1
qwen3-4b,frames,naive_parallel,4,2,824,0.118763572815534,0.4545570788834953,0.1181343580097087,main_table_clueweb_t8/qwen3-4b/frames/naive_k4/run_2
qwen3-4b,frames,naive_parallel,4,3,824,0.1219136262135921,0.4464024587378639,0.1208415728155338,main_table_clueweb_t8/qwen3-4b/frames/naive_k4/run_3
qwen3-4b,frames,naive_parallel,8,1,824,0.1209375230582523,0.5146271152912619,0.1201669114077669,main_table_clueweb_t8/qwen3-4b/frames/naive_k8/run_1
qwen3-4b,frames,naive_parallel,8,2,824,0.1208809720873785,0.5207491274271847,0.1199667415048542,main_table_clueweb_t8/qwen3-4b/frames/naive_k8/run_2
qwen3-4b,frames,naive_parallel,8,3,824,0.1225745776699029,0.5081117160194173,0.1210131298543689,main_table_clueweb_t8/qwen3-4b/frames/naive_k8/run_3
qwen3-4b,frames,sequential,1,1,824,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-4b/frames/seq/run_1
qwen3-4b,frames,sequential,1,2,824,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-4b/frames/seq/run_2
qwen3-4b,frames,sequential,1,3,824,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-4b/frames/seq/run_3
qwen3-4b,hle,diversity_parallel,4,1,500,0.8067368959999996,0.3404946179999998,0.690210936,main_table_clueweb_t8/qwen3-4b/hle/div_k4/run_1
qwen3-4b,hle,diversity_parallel,4,2,500,0.7983705059999998,0.3516290900000001,0.6885239859999993,main_table_clueweb_t8/qwen3-4b/hle/div_k4/run_2
qwen3-4b,hle,diversity_parallel,4,3,500,0.803503248,0.3555227820000004,0.6930347620000008,main_table_clueweb_t8/qwen3-4b/hle/div_k4/run_3
qwen3-4b,hle,diversity_parallel,8,1,500,0.7581814220000002,0.3775795500000002,0.6540426259999998,main_table_clueweb_t8/qwen3-4b/hle/div_k8/run_1
qwen3-4b,hle,diversity_parallel,8,2,500,0.761933254,0.3706498180000001,0.6532236839999995,main_table_clueweb_t8/qwen3-4b/hle/div_k8/run_2
qwen3-4b,hle,diversity_parallel,8,3,500,0.7628817159999999,0.3689024859999998,0.6553141380000009,main_table_clueweb_t8/qwen3-4b/hle/div_k8/run_3
qwen3-4b,hle,naive_parallel,4,1,500,0.233767954,0.6475695540000004,0.2385437559999999,main_table_clueweb_t8/qwen3-4b/hle/naive_k4/run_1
qwen3-4b,hle,naive_parallel,4,2,500,0.230853684,0.6481545339999999,0.2340199920000001,main_table_clueweb_t8/qwen3-4b/hle/naive_k4/run_2
qwen3-4b,hle,naive_parallel,4,3,500,0.2389983519999999,0.641880448,0.2394990899999999,main_table_clueweb_t8/qwen3-4b/hle/naive_k4/run_3
qwen3-4b,hle,naive_parallel,8,1,500,0.239065454,0.6711410320000001,0.2416905180000002,main_table_clueweb_t8/qwen3-4b/hle/naive_k8/run_1
qwen3-4b,hle,naive_parallel,8,2,500,0.2401667919999998,0.6733294819999999,0.2425727599999998,main_table_clueweb_t8/qwen3-4b/hle/naive_k8/run_2
qwen3-4b,hle,naive_parallel,8,3,500,0.2411627499999999,0.6673577479999997,0.242641356,main_table_clueweb_t8/qwen3-4b/hle/naive_k8/run_3
qwen3-4b,hle,sequential,1,1,500,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-4b/hle/seq/run_1
qwen3-4b,hle,sequential,1,2,500,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-4b/hle/seq/run_2
qwen3-4b,hle,sequential,1,3,500,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-4b/hle/seq/run_3
qwen3-4b,hotpotqa,diversity_parallel,4,1,512,0.6782384746093747,0.0852513007812499,0.6769321953124997,main_table_clueweb_t8/qwen3-4b/hotpotqa/div_k4/run_1
qwen3-4b,hotpotqa,diversity_parallel,4,2,512,0.6803935351562493,0.077467720703125,0.6791010429687494,main_table_clueweb_t8/qwen3-4b/hotpotqa/div_k4/run_2
qwen3-4b,hotpotqa,diversity_parallel,4,3,512,0.6799164765625002,0.07033318359375,0.6791418730468752,main_table_clueweb_t8/qwen3-4b/hotpotqa/div_k4/run_3
qwen3-4b,hotpotqa,diversity_parallel,8,1,512,0.622911646484375,0.142066712890625,0.62203683984375,main_table_clueweb_t8/qwen3-4b/hotpotqa/div_k8/run_1
qwen3-4b,hotpotqa,diversity_parallel,8,2,512,0.6209828789062511,0.110743068359375,0.6198838476562509,main_table_clueweb_t8/qwen3-4b/hotpotqa/div_k8/run_2
qwen3-4b,hotpotqa,diversity_parallel,8,3,512,0.6222377031249998,0.127356255859375,0.6210907929687498,main_table_clueweb_t8/qwen3-4b/hotpotqa/div_k8/run_3
qwen3-4b,hotpotqa,naive_parallel,4,1,512,0.1027138906249999,0.06257240234375,0.1036210136718749,main_table_clueweb_t8/qwen3-4b/hotpotqa/naive_k4/run_1
qwen3-4b,hotpotqa,naive_parallel,4,2,512,0.11678890234375,0.06842158203125,0.1176764960937499,main_table_clueweb_t8/qwen3-4b/hotpotqa/naive_k4/run_2
qwen3-4b,hotpotqa,naive_parallel,4,3,512,0.10033859375,0.057967970703125,0.1005833417968749,main_table_clueweb_t8/qwen3-4b/hotpotqa/naive_k4/run_3
qwen3-4b,hotpotqa,naive_parallel,8,1,512,0.1233068359374999,0.0915312148437499,0.124445326171875,main_table_clueweb_t8/qwen3-4b/hotpotqa/naive_k8/run_1
qwen3-4b,hotpotqa,naive_parallel,8,2,512,0.1283614804687499,0.0915627207031249,0.1293007558593749,main_table_clueweb_t8/qwen3-4b/hotpotqa/naive_k8/run_2
qwen3-4b,hotpotqa,naive_parallel,8,3,512,0.119422865234375,0.087714947265625,0.1196649628906249,main_table_clueweb_t8/qwen3-4b/hotpotqa/naive_k8/run_3
qwen3-4b,hotpotqa,sequential,1,1,512,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-4b/hotpotqa/seq/run_1
qwen3-4b,hotpotqa,sequential,1,2,512,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-4b/hotpotqa/seq/run_2
qwen3-4b,hotpotqa,sequential,1,3,512,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-4b/hotpotqa/seq/run_3
qwen3-4b,musique,diversity_parallel,4,1,512,0.6727210996093752,0.3597370820312499,0.6416747207031257,main_table_clueweb_t8/qwen3-4b/musique/div_k4/run_1
qwen3-4b,musique,diversity_parallel,4,2,512,0.6740420937500003,0.3846783066406248,0.6429062792968753,main_table_clueweb_t8/qwen3-4b/musique/div_k4/run_2
qwen3-4b,musique,diversity_parallel,4,3,512,0.6718390175781244,0.38513766015625,0.6421605039062487,main_table_clueweb_t8/qwen3-4b/musique/div_k4/run_3
qwen3-4b,musique,diversity_parallel,8,1,512,0.6156633261718751,0.4388050605468751,0.5909786308593749,main_table_clueweb_t8/qwen3-4b/musique/div_k8/run_1
qwen3-4b,musique,diversity_parallel,8,2,512,0.6141748085937507,0.4284799433593751,0.5900573554687503,main_table_clueweb_t8/qwen3-4b/musique/div_k8/run_2
qwen3-4b,musique,diversity_parallel,8,3,512,0.6153199921874994,0.4276439335937501,0.5888760234374996,main_table_clueweb_t8/qwen3-4b/musique/div_k8/run_3
qwen3-4b,musique,naive_parallel,4,1,512,0.11472247265625,0.3919380996093751,0.1152321015625,main_table_clueweb_t8/qwen3-4b/musique/naive_k4/run_1
qwen3-4b,musique,naive_parallel,4,2,512,0.1167999492187499,0.392738896484375,0.1176306171875,main_table_clueweb_t8/qwen3-4b/musique/naive_k4/run_2
qwen3-4b,musique,naive_parallel,4,3,512,0.12119290234375,0.3857748964843749,0.1210224863281249,main_table_clueweb_t8/qwen3-4b/musique/naive_k4/run_3
qwen3-4b,musique,naive_parallel,8,1,512,0.1115151484375,0.4432298105468749,0.112655109375,main_table_clueweb_t8/qwen3-4b/musique/naive_k8/run_1
qwen3-4b,musique,naive_parallel,8,2,512,0.116311357421875,0.4497189628906249,0.1165280234375,main_table_clueweb_t8/qwen3-4b/musique/naive_k8/run_2
qwen3-4b,musique,naive_parallel,8,3,512,0.1118289472656249,0.4392198359375001,0.11210133203125,main_table_clueweb_t8/qwen3-4b/musique/naive_k8/run_3
qwen3-4b,musique,sequential,1,1,512,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-4b/musique/seq/run_1
qwen3-4b,musique,sequential,1,2,512,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-4b/musique/seq/run_2
qwen3-4b,musique,sequential,1,3,512,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-4b/musique/seq/run_3
qwen3-8b,2wikimultihopqa,diversity_parallel,8,1,512,0.6897640585937503,0.310956603515625,0.6777287050781248,main_table_clueweb_t8/qwen3-8b/2wikimultihopqa/div_k8/run_1
qwen3-8b,2wikimultihopqa,diversity_parallel,8,2,512,0.6845672382812493,0.3026705312500001,0.6724453808593752,main_table_clueweb_t8/qwen3-8b/2wikimultihopqa/div_k8/run_2
qwen3-8b,2wikimultihopqa,diversity_parallel,8,3,512,0.6921209882812502,0.2946307539062499,0.6812817382812499,main_table_clueweb_t8/qwen3-8b/2wikimultihopqa/div_k8/run_3
qwen3-8b,2wikimultihopqa,diversity_parallel,4,1,512,0.743202166015626,0.2573889785156248,0.7272936816406258,main_table_clueweb_t8/qwen3-8b/2wikimultihopqa/diversity_parallel/run_1
qwen3-8b,2wikimultihopqa,diversity_parallel,4,2,512,0.7475072890624999,0.2736620136718751,0.7328795546874994,main_table_clueweb_t8/qwen3-8b/2wikimultihopqa/diversity_parallel/run_2
qwen3-8b,2wikimultihopqa,diversity_parallel,4,3,512,0.7447737246093751,0.2448500898437498,0.7298232031249998,main_table_clueweb_t8/qwen3-8b/2wikimultihopqa/diversity_parallel/run_3
qwen3-8b,2wikimultihopqa,diversity_parallel,4,4,512,0.7448448281249991,0.249283693359375,0.7261864785156245,main_table_clueweb_t8/qwen3-8b/2wikimultihopqa/diversity_parallel/run_4
qwen3-8b,2wikimultihopqa,diversity_parallel,4,5,512,0.7468952675781249,0.23878465234375,0.7315638203125004,main_table_clueweb_t8/qwen3-8b/2wikimultihopqa/diversity_parallel/run_5
qwen3-8b,2wikimultihopqa,naive_parallel,8,1,512,0.113678521484375,0.32447606640625,0.12813212109375,main_table_clueweb_t8/qwen3-8b/2wikimultihopqa/naive_k8/run_1
qwen3-8b,2wikimultihopqa,naive_parallel,8,2,512,0.1174579980468749,0.3177275859375001,0.1323193984374999,main_table_clueweb_t8/qwen3-8b/2wikimultihopqa/naive_k8/run_2
qwen3-8b,2wikimultihopqa,naive_parallel,8,3,512,0.1107763378906249,0.3025065917968752,0.1286083066406249,main_table_clueweb_t8/qwen3-8b/2wikimultihopqa/naive_k8/run_3
qwen3-8b,2wikimultihopqa,naive_parallel,4,1,512,0.10932544921875,0.2632604765625,0.123621056640625,main_table_clueweb_t8/qwen3-8b/2wikimultihopqa/naive_parallel/run_1
qwen3-8b,2wikimultihopqa,naive_parallel,4,2,512,0.117186197265625,0.2619833828125001,0.13074175,main_table_clueweb_t8/qwen3-8b/2wikimultihopqa/naive_parallel/run_2
qwen3-8b,2wikimultihopqa,naive_parallel,4,3,512,0.109917015625,0.260027357421875,0.126625576171875,main_table_clueweb_t8/qwen3-8b/2wikimultihopqa/naive_parallel/run_3
qwen3-8b,2wikimultihopqa,naive_parallel,4,4,512,0.10663655859375,0.2519826367187501,0.119694822265625,main_table_clueweb_t8/qwen3-8b/2wikimultihopqa/naive_parallel/run_4
qwen3-8b,2wikimultihopqa,naive_parallel,4,5,512,0.119108865234375,0.270316810546875,0.132405197265625,main_table_clueweb_t8/qwen3-8b/2wikimultihopqa/naive_parallel/run_5
qwen3-8b,2wikimultihopqa,sequential,1,1,512,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/2wikimultihopqa/seq/run_1
qwen3-8b,2wikimultihopqa,sequential,1,2,512,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/2wikimultihopqa/seq/run_2
qwen3-8b,2wikimultihopqa,sequential,1,3,512,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/2wikimultihopqa/seq/run_3
qwen3-8b,2wikimultihopqa,sequential,1,1,512,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/2wikimultihopqa/sequential/run_1
qwen3-8b,2wikimultihopqa,sequential,1,2,512,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/2wikimultihopqa/sequential/run_2
qwen3-8b,2wikimultihopqa,sequential,1,3,512,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/2wikimultihopqa/sequential/run_3
qwen3-8b,2wikimultihopqa,sequential,1,4,512,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/2wikimultihopqa/sequential/run_4
qwen3-8b,2wikimultihopqa,sequential,1,5,512,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/2wikimultihopqa/sequential/run_5
qwen3-8b,GAIA,diversity_parallel,8,1,103,0.6971125048543688,0.4472872524271845,0.5641001844660193,main_table_clueweb_t8/qwen3-8b/GAIA/div_k8/run_1
qwen3-8b,GAIA,diversity_parallel,8,2,103,0.6983044466019418,0.4641202718446601,0.5762235922330099,main_table_clueweb_t8/qwen3-8b/GAIA/div_k8/run_2
qwen3-8b,GAIA,diversity_parallel,8,3,103,0.7090432524271841,0.4374752524271844,0.5854741262135922,main_table_clueweb_t8/qwen3-8b/GAIA/div_k8/run_3
qwen3-8b,GAIA,diversity_parallel,4,1,103,0.7602437766990293,0.4283759320388351,0.6089152233009709,main_table_clueweb_t8/qwen3-8b/GAIA/diversity_parallel/run_1
qwen3-8b,GAIA,diversity_parallel,4,2,103,0.7469877087378639,0.4433856990291261,0.5985189902912623,main_table_clueweb_t8/qwen3-8b/GAIA/diversity_parallel/run_2
qwen3-8b,GAIA,diversity_parallel,4,3,103,0.7540893398058255,0.4287939805825241,0.6001091941747574,main_table_clueweb_t8/qwen3-8b/GAIA/diversity_parallel/run_3
qwen3-8b,GAIA,diversity_parallel,4,4,103,0.759560640776699,0.4506133009708738,0.6085464854368932,main_table_clueweb_t8/qwen3-8b/GAIA/diversity_parallel/run_4
qwen3-8b,GAIA,diversity_parallel,4,5,103,0.7438203883495146,0.4456387572815533,0.6068310388349515,main_table_clueweb_t8/qwen3-8b/GAIA/diversity_parallel/run_5
qwen3-8b,GAIA,naive_parallel,8,1,103,0.1713833398058252,0.7340165436893203,0.2271173495145631,main_table_clueweb_t8/qwen3-8b/GAIA/naive_k8/run_1
qwen3-8b,GAIA,naive_parallel,8,2,103,0.1726472524271844,0.7346158155339806,0.223894213592233,main_table_clueweb_t8/qwen3-8b/GAIA/naive_k8/run_2
qwen3-8b,GAIA,naive_parallel,8,3,103,0.181313427184466,0.7376310097087377,0.227174067961165,main_table_clueweb_t8/qwen3-8b/GAIA/naive_k8/run_3
qwen3-8b,GAIA,naive_parallel,4,1,103,0.1699759999999999,0.7093105825242719,0.227247349514563,main_table_clueweb_t8/qwen3-8b/GAIA/naive_parallel/run_1
qwen3-8b,GAIA,naive_parallel,4,2,103,0.1734200388349515,0.7347891067961165,0.2215490873786408,main_table_clueweb_t8/qwen3-8b/GAIA/naive_parallel/run_2
qwen3-8b,GAIA,naive_parallel,4,3,103,0.1742199999999999,0.7140328349514565,0.2300369902912621,main_table_clueweb_t8/qwen3-8b/GAIA/naive_parallel/run_3
qwen3-8b,GAIA,naive_parallel,4,4,103,0.1655308155339806,0.7248547864077667,0.2218620970873786,main_table_clueweb_t8/qwen3-8b/GAIA/naive_parallel/run_4
qwen3-8b,GAIA,naive_parallel,4,5,103,0.1617850679611651,0.7280040194174757,0.2152715145631068,main_table_clueweb_t8/qwen3-8b/GAIA/naive_parallel/run_5
qwen3-8b,GAIA,sequential,1,1,103,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/GAIA/seq/run_1
