# T3 paper diagnostic metrics — all per-run scalars from summary_T*.csv (read, not recomputed)
# Source: webwalkerqa/run/run_main_table.py compute_qpd / compute_itc / compute_atc
# QPD = Query Pairwise Diversity: mean Jaccard distance over all pairs of turn-1 queries across the k threads (per question, then averaged over questions)
# ITC = Inter-Turn Coherence: per thread, mean Jaccard similarity of turn-1 query vs each later turn's query; averaged over threads then questions
# ATC = Across-Thread Coherence (despite the name, this is a DISTANCE): per turn, mean pairwise Jaccard distance between threads' queries; averaged across turns and questions
# Sequential (k=1) writes 0.0 for all three metrics by construction (no pair to compare).
model,dataset,condition,k,seed,num_questions,QPD,ITC,ATC,source_dir
gemma3-12b,browsecomp,naive_parallel,8,3,250,0.7781783760000001,0.2091262680000001,0.7442224559999998,main_table_web_serper/gemma3-12b/browsecomp/naive_k8/run_3
gemma3-12b,browsecomp,sequential,1,1,250,0.0,0.0,0.0,main_table_web_serper/gemma3-12b/browsecomp/seq/run_1
gemma3-12b,browsecomp,sequential,1,2,250,0.0,0.0,0.0,main_table_web_serper/gemma3-12b/browsecomp/seq/run_2
gemma3-12b,browsecomp,sequential,1,3,250,0.0,0.0,0.0,main_table_web_serper/gemma3-12b/browsecomp/seq/run_3
gemma3-12b,gaia,diversity_parallel,4,1,103,0.834646796116505,0.2115519417475728,0.749084504854369,main_table_web_serper/gemma3-12b/gaia/div_k4/run_1
gemma3-12b,gaia,diversity_parallel,4,2,103,0.8261848737864074,0.2293228446601941,0.7516388834951457,main_table_web_serper/gemma3-12b/gaia/div_k4/run_2
gemma3-12b,gaia,diversity_parallel,4,3,103,0.8269254077669905,0.2055700679611649,0.7508710970873789,main_table_web_serper/gemma3-12b/gaia/div_k4/run_3
gemma3-12b,gaia,diversity_parallel,8,1,103,0.7767929417475729,0.2456430970873787,0.720293932038835,main_table_web_serper/gemma3-12b/gaia/div_k8/run_1
gemma3-12b,gaia,diversity_parallel,8,2,103,0.7783274854368931,0.2345233689320388,0.7222940873786404,main_table_web_serper/gemma3-12b/gaia/div_k8/run_2
gemma3-12b,gaia,diversity_parallel,8,3,103,0.792589485436893,0.2352041941747572,0.728112563106796,main_table_web_serper/gemma3-12b/gaia/div_k8/run_3
gemma3-12b,gaia,naive_parallel,4,1,103,0.292303281553398,0.2193753300970874,0.4680911650485438,main_table_web_serper/gemma3-12b/gaia/naive_k4/run_1
gemma3-12b,gaia,naive_parallel,4,2,103,0.305348708737864,0.2266067281553399,0.469628572815534,main_table_web_serper/gemma3-12b/gaia/naive_k4/run_2
gemma3-12b,gaia,naive_parallel,4,3,103,0.274242572815534,0.2244142718446602,0.4490565242718449,main_table_web_serper/gemma3-12b/gaia/naive_k4/run_3
gemma3-12b,gaia,naive_parallel,8,1,103,0.3044860194174758,0.2286895631067962,0.477828203883495,main_table_web_serper/gemma3-12b/gaia/naive_k8/run_1
gemma3-12b,gaia,naive_parallel,8,2,103,0.3022550097087378,0.2244615145631068,0.4790447184466018,main_table_web_serper/gemma3-12b/gaia/naive_k8/run_2
gemma3-12b,gaia,naive_parallel,8,3,103,0.2868628252427184,0.2230488058252427,0.4501762718446603,main_table_web_serper/gemma3-12b/gaia/naive_k8/run_3
gemma3-12b,gaia,sequential,1,1,103,0.0,0.0,0.0,main_table_web_serper/gemma3-12b/gaia/seq/run_1
gemma3-12b,gaia,sequential,1,2,103,0.0,0.0,0.0,main_table_web_serper/gemma3-12b/gaia/seq/run_2
gemma3-12b,gaia,sequential,1,3,103,0.0,0.0,0.0,main_table_web_serper/gemma3-12b/gaia/seq/run_3
gemma3-12b,hle,diversity_parallel,4,1,250,0.9019496200000005,0.1987275279999998,0.7812780399999999,main_table_web_serper/gemma3-12b/hle/div_k4/run_1
gemma3-12b,hle,diversity_parallel,4,2,250,0.8973482759999988,0.2166286279999999,0.7836174480000002,main_table_web_serper/gemma3-12b/hle/div_k4/run_2
gemma3-12b,hle,diversity_parallel,4,3,250,0.9029011040000006,0.220882132,0.7889727480000002,main_table_web_serper/gemma3-12b/hle/div_k4/run_3
gemma3-12b,hle,diversity_parallel,8,1,250,0.8575041000000001,0.208862172,0.7653276559999997,main_table_web_serper/gemma3-12b/hle/div_k8/run_1
gemma3-12b,hle,diversity_parallel,8,2,250,0.8609115239999993,0.2149639320000001,0.7659001000000002,main_table_web_serper/gemma3-12b/hle/div_k8/run_2
gemma3-12b,hle,diversity_parallel,8,3,250,0.85801354,0.2083240839999999,0.7586171719999998,main_table_web_serper/gemma3-12b/hle/div_k8/run_3
gemma3-12b,hle,naive_parallel,4,1,250,0.5199471399999996,0.3138252999999999,0.5656384000000004,main_table_web_serper/gemma3-12b/hle/naive_k4/run_1
gemma3-12b,hle,naive_parallel,4,2,250,0.517161548,0.3037198079999999,0.573142284,main_table_web_serper/gemma3-12b/hle/naive_k4/run_2
gemma3-12b,hle,naive_parallel,4,3,250,0.513777884,0.315664112,0.5690842120000001,main_table_web_serper/gemma3-12b/hle/naive_k4/run_3
gemma3-12b,hle,naive_parallel,8,1,250,0.5320179560000002,0.3231547919999997,0.5818847560000001,main_table_web_serper/gemma3-12b/hle/naive_k8/run_1
gemma3-12b,hle,naive_parallel,8,2,250,0.518472208,0.3271832920000001,0.5741180280000003,main_table_web_serper/gemma3-12b/hle/naive_k8/run_2
gemma3-12b,hle,naive_parallel,8,3,250,0.5257534640000002,0.3277807239999999,0.5776423439999999,main_table_web_serper/gemma3-12b/hle/naive_k8/run_3
gemma3-12b,hle,sequential,1,1,250,0.0,0.0,0.0,main_table_web_serper/gemma3-12b/hle/seq/run_1
gemma3-12b,hle,sequential,1,2,250,0.0,0.0,0.0,main_table_web_serper/gemma3-12b/hle/seq/run_2
gemma3-12b,hle,sequential,1,3,250,0.0,0.0,0.0,main_table_web_serper/gemma3-12b/hle/seq/run_3
gemma3-12b,webwalker,diversity_parallel,4,1,250,0.8294707120000002,0.264322944,0.7413344760000001,main_table_web_serper/gemma3-12b/webwalker/div_k4/run_1
gemma3-12b,webwalker,diversity_parallel,4,2,250,0.8226311479999997,0.2778816719999998,0.72969498,main_table_web_serper/gemma3-12b/webwalker/div_k4/run_2
gemma3-12b,webwalker,diversity_parallel,4,3,250,0.829376132,0.2634437280000001,0.736748284,main_table_web_serper/gemma3-12b/webwalker/div_k4/run_3
gemma3-12b,webwalker,diversity_parallel,8,1,250,0.7806381440000008,0.2832562759999999,0.7035353960000003,main_table_web_serper/gemma3-12b/webwalker/div_k8/run_1
gemma3-12b,webwalker,diversity_parallel,8,2,250,0.7807492319999992,0.2876062199999998,0.7009590439999999,main_table_web_serper/gemma3-12b/webwalker/div_k8/run_2
gemma3-12b,webwalker,diversity_parallel,8,3,250,0.78275464,0.2766961080000001,0.7092692800000003,main_table_web_serper/gemma3-12b/webwalker/div_k8/run_3
gemma3-12b,webwalker,naive_parallel,4,1,250,0.3835467679999999,0.3748062440000001,0.4714999079999999,main_table_web_serper/gemma3-12b/webwalker/naive_k4/run_1
gemma3-12b,webwalker,naive_parallel,4,2,250,0.3742844079999999,0.3739532440000003,0.4652374080000001,main_table_web_serper/gemma3-12b/webwalker/naive_k4/run_2
gemma3-12b,webwalker,naive_parallel,4,3,250,0.3904296840000003,0.3727154239999997,0.4710524,main_table_web_serper/gemma3-12b/webwalker/naive_k4/run_3
gemma3-12b,webwalker,naive_parallel,8,1,250,0.3771910720000002,0.3700796759999998,0.4651284599999999,main_table_web_serper/gemma3-12b/webwalker/naive_k8/run_1
gemma3-12b,webwalker,naive_parallel,8,2,250,0.3789230680000003,0.3853389839999999,0.4682879,main_table_web_serper/gemma3-12b/webwalker/naive_k8/run_2
gemma3-12b,webwalker,naive_parallel,8,3,250,0.386241556,0.3738967040000001,0.4725945360000001,main_table_web_serper/gemma3-12b/webwalker/naive_k8/run_3
gemma3-12b,webwalker,sequential,1,1,250,0.0,0.0,0.0,main_table_web_serper/gemma3-12b/webwalker/seq/run_1
gemma3-12b,webwalker,sequential,1,2,250,0.0,0.0,0.0,main_table_web_serper/gemma3-12b/webwalker/seq/run_2
gemma3-12b,webwalker,sequential,1,3,250,0.0,0.0,0.0,main_table_web_serper/gemma3-12b/webwalker/seq/run_3
gpt-oss-20b,browsecomp,diversity_parallel,4,1,250,0.9540707599999996,0.004893724,0.9539259679999996,main_table_web_serper/gpt-oss-20b/browsecomp/div_k4/run_1
gpt-oss-20b,browsecomp,diversity_parallel,4,2,250,0.956496,0.009508256,0.956496,main_table_web_serper/gpt-oss-20b/browsecomp/div_k4/run_2
gpt-oss-20b,browsecomp,diversity_parallel,4,3,250,0.9549963919999996,0.003981756,0.9550447359999996,main_table_web_serper/gpt-oss-20b/browsecomp/div_k4/run_3
gpt-oss-20b,browsecomp,diversity_parallel,8,1,250,0.9130242679999998,0.015398324,0.912920852,main_table_web_serper/gpt-oss-20b/browsecomp/div_k8/run_1
gpt-oss-20b,browsecomp,diversity_parallel,8,2,250,0.9056862800000004,0.01480964,0.9056981120000004,main_table_web_serper/gpt-oss-20b/browsecomp/div_k8/run_2
gpt-oss-20b,browsecomp,diversity_parallel,8,3,250,0.9180325080000002,0.006663096,0.9180607800000004,main_table_web_serper/gpt-oss-20b/browsecomp/div_k8/run_3
gpt-oss-20b,browsecomp,naive_parallel,4,1,250,0.043761908,0.004,0.043761908,main_table_web_serper/gpt-oss-20b/browsecomp/naive_k4/run_1
gpt-oss-20b,browsecomp,naive_parallel,4,2,250,0.0395333359999999,0.005333332,0.0395333359999999,main_table_web_serper/gpt-oss-20b/browsecomp/naive_k4/run_2
gpt-oss-20b,browsecomp,naive_parallel,4,3,250,0.061333336,0.0005,0.061333336,main_table_web_serper/gpt-oss-20b/browsecomp/naive_k4/run_3
gpt-oss-20b,browsecomp,naive_parallel,8,1,250,0.2055777839999999,0.008,0.2055777839999999,main_table_web_serper/gpt-oss-20b/browsecomp/naive_k8/run_1
gpt-oss-20b,browsecomp,naive_parallel,8,2,250,0.22532382,0.006,0.22532382,main_table_web_serper/gpt-oss-20b/browsecomp/naive_k8/run_2
gpt-oss-20b,browsecomp,naive_parallel,8,3,250,0.2541598799999999,0.003333332,0.2541598799999999,main_table_web_serper/gpt-oss-20b/browsecomp/naive_k8/run_3
gpt-oss-20b,browsecomp,sequential,1,1,250,0.0,0.0,0.0,main_table_web_serper/gpt-oss-20b/browsecomp/seq/run_1
gpt-oss-20b,browsecomp,sequential,1,2,250,0.0,0.0,0.0,main_table_web_serper/gpt-oss-20b/browsecomp/seq/run_2
gpt-oss-20b,browsecomp,sequential,1,3,250,0.0,0.0,0.0,main_table_web_serper/gpt-oss-20b/browsecomp/seq/run_3
gpt-oss-20b,gaia,diversity_parallel,4,1,103,0.8263078932038833,0.0066458640776699,0.8263078932038833,main_table_web_serper/gpt-oss-20b/gaia/div_k4/run_1
gpt-oss-20b,gaia,diversity_parallel,4,2,103,0.8322305436893208,0.0068707961165048,0.8322305436893208,main_table_web_serper/gpt-oss-20b/gaia/div_k4/run_2
gpt-oss-20b,gaia,diversity_parallel,4,3,103,0.8298313398058252,0.0029873009708737,0.8298313398058252,main_table_web_serper/gpt-oss-20b/gaia/div_k4/run_3
gpt-oss-20b,gaia,diversity_parallel,8,1,103,0.7448126990291264,0.0189107572815534,0.744516087378641,main_table_web_serper/gpt-oss-20b/gaia/div_k8/run_1
gpt-oss-20b,gaia,diversity_parallel,8,2,103,0.7650841262135919,0.0165710097087378,0.7647013106796116,main_table_web_serper/gpt-oss-20b/gaia/div_k8/run_2
gpt-oss-20b,gaia,diversity_parallel,8,3,103,0.7739158543689323,0.0117191262135922,0.7739158543689323,main_table_web_serper/gpt-oss-20b/gaia/div_k8/run_3
gpt-oss-20b,gaia,naive_parallel,4,1,103,0.0037952330097087,0.0,0.0037952330097087,main_table_web_serper/gpt-oss-20b/gaia/naive_k4/run_1
gpt-oss-20b,gaia,naive_parallel,4,2,103,0.0,0.0,0.0,main_table_web_serper/gpt-oss-20b/gaia/naive_k4/run_2
gpt-oss-20b,gaia,naive_parallel,4,3,103,0.0012135922330097,0.0,0.0012135922330097,main_table_web_serper/gpt-oss-20b/gaia/naive_k4/run_3
gpt-oss-20b,gaia,naive_parallel,8,1,103,0.0163265339805825,0.0,0.0163265339805825,main_table_web_serper/gpt-oss-20b/gaia/naive_k8/run_1
gpt-oss-20b,gaia,naive_parallel,8,2,103,0.0088371553398058,0.0,0.0088371553398058,main_table_web_serper/gpt-oss-20b/gaia/naive_k8/run_2
gpt-oss-20b,gaia,naive_parallel,8,3,103,0.0090287961165048,0.0,0.0090287961165048,main_table_web_serper/gpt-oss-20b/gaia/naive_k8/run_3
gpt-oss-20b,gaia,sequential,1,1,103,0.0,0.0,0.0,main_table_web_serper/gpt-oss-20b/gaia/seq/run_1
gpt-oss-20b,gaia,sequential,1,2,103,0.0,0.0,0.0,main_table_web_serper/gpt-oss-20b/gaia/seq/run_2
gpt-oss-20b,gaia,sequential,1,3,103,0.0,0.0,0.0,main_table_web_serper/gpt-oss-20b/gaia/seq/run_3
gpt-oss-20b,hle,diversity_parallel,4,1,250,0.9098812200000008,0.003070996,0.9098812200000008,main_table_web_serper/gpt-oss-20b/hle/div_k4/run_1
gpt-oss-20b,hle,diversity_parallel,4,2,250,0.9117135600000004,0.001866668,0.9117135600000004,main_table_web_serper/gpt-oss-20b/hle/div_k4/run_2
gpt-oss-20b,hle,diversity_parallel,4,3,250,0.910132408,0.002787876,0.910132408,main_table_web_serper/gpt-oss-20b/hle/div_k4/run_3
gpt-oss-20b,hle,diversity_parallel,8,1,250,0.8780185160000002,0.0056555719999999,0.8779215040000001,main_table_web_serper/gpt-oss-20b/hle/div_k8/run_1
gpt-oss-20b,hle,diversity_parallel,8,2,250,0.8828418040000002,0.001536764,0.8828418040000002,main_table_web_serper/gpt-oss-20b/hle/div_k8/run_2
gpt-oss-20b,hle,diversity_parallel,8,3,250,0.8797179759999999,0.005687416,0.8796484880000001,main_table_web_serper/gpt-oss-20b/hle/div_k8/run_3
gpt-oss-20b,hle,naive_parallel,4,1,250,0.0025,0.0,0.0025,main_table_web_serper/gpt-oss-20b/hle/naive_k4/run_1
gpt-oss-20b,hle,naive_parallel,4,2,250,0.0,0.0,0.0,main_table_web_serper/gpt-oss-20b/hle/naive_k4/run_2
gpt-oss-20b,hle,naive_parallel,4,3,250,0.004103896,0.002,0.004103896,main_table_web_serper/gpt-oss-20b/hle/naive_k4/run_3
gpt-oss-20b,hle,naive_parallel,8,1,250,0.0,0.0,0.0,main_table_web_serper/gpt-oss-20b/hle/naive_k8/run_1
gpt-oss-20b,hle,naive_parallel,8,2,250,0.002153848,0.0,0.002153848,main_table_web_serper/gpt-oss-20b/hle/naive_k8/run_2
gpt-oss-20b,hle,naive_parallel,8,3,250,0.005784152,0.0,0.005784152,main_table_web_serper/gpt-oss-20b/hle/naive_k8/run_3
gpt-oss-20b,hle,sequential,1,1,250,0.0,0.0,0.0,main_table_web_serper/gpt-oss-20b/hle/seq/run_1
gpt-oss-20b,hle,sequential,1,2,250,0.0,0.0,0.0,main_table_web_serper/gpt-oss-20b/hle/seq/run_2
gpt-oss-20b,hle,sequential,1,3,250,0.0,0.0,0.0,main_table_web_serper/gpt-oss-20b/hle/seq/run_3
gpt-oss-20b,webwalker,diversity_parallel,4,1,250,0.8243152439999999,0.025394408,0.8241023879999999,main_table_web_serper/gpt-oss-20b/webwalker/div_k4/run_1
gpt-oss-20b,webwalker,diversity_parallel,4,2,250,0.8235399439999992,0.028385696,0.8229950759999992,main_table_web_serper/gpt-oss-20b/webwalker/div_k4/run_2
gpt-oss-20b,webwalker,diversity_parallel,4,3,250,0.8266917600000001,0.025364168,0.8252993520000002,main_table_web_serper/gpt-oss-20b/webwalker/div_k4/run_3
gpt-oss-20b,webwalker,diversity_parallel,8,1,250,0.783437896,0.0562209039999999,0.783015144,main_table_web_serper/gpt-oss-20b/webwalker/div_k8/run_1
gpt-oss-20b,webwalker,diversity_parallel,8,2,250,0.7856694200000002,0.053597848,0.7844782880000001,main_table_web_serper/gpt-oss-20b/webwalker/div_k8/run_2
gpt-oss-20b,webwalker,diversity_parallel,8,3,250,0.7738449400000006,0.04542558,0.7731822800000006,main_table_web_serper/gpt-oss-20b/webwalker/div_k8/run_3
gpt-oss-20b,webwalker,naive_parallel,4,1,250,0.025019096,0.001777776,0.025019096,main_table_web_serper/gpt-oss-20b/webwalker/naive_k4/run_1
gpt-oss-20b,webwalker,naive_parallel,4,2,250,0.01988616,0.006222224,0.01988616,main_table_web_serper/gpt-oss-20b/webwalker/naive_k4/run_2
gpt-oss-20b,webwalker,naive_parallel,4,3,250,0.022107144,0.003942856,0.022107144,main_table_web_serper/gpt-oss-20b/webwalker/naive_k4/run_3
gpt-oss-20b,webwalker,naive_parallel,8,1,250,0.0478036919999999,0.009420632,0.0478036919999999,main_table_web_serper/gpt-oss-20b/webwalker/naive_k8/run_1
gpt-oss-20b,webwalker,naive_parallel,8,2,250,0.03922288,0.004408668,0.03922288,main_table_web_serper/gpt-oss-20b/webwalker/naive_k8/run_2
gpt-oss-20b,webwalker,naive_parallel,8,3,250,0.041818928,0.004907536,0.041818928,main_table_web_serper/gpt-oss-20b/webwalker/naive_k8/run_3
gpt-oss-20b,webwalker,sequential,1,1,250,0.0,0.0,0.0,main_table_web_serper/gpt-oss-20b/webwalker/seq/run_1
gpt-oss-20b,webwalker,sequential,1,2,250,0.0,0.0,0.0,main_table_web_serper/gpt-oss-20b/webwalker/seq/run_2
gpt-oss-20b,webwalker,sequential,1,3,250,0.0,0.0,0.0,main_table_web_serper/gpt-oss-20b/webwalker/seq/run_3
qwen3-4b,browsecomp,diversity_parallel,4,1,250,0.7185843600000004,0.4458018600000002,0.6847056079999995,main_table_web_serper/qwen3-4b/browsecomp/div_k4/run_1
qwen3-4b,browsecomp,diversity_parallel,4,2,250,0.7364889000000001,0.4422401599999997,0.7052404760000002,main_table_web_serper/qwen3-4b/browsecomp/div_k4/run_2
qwen3-4b,browsecomp,diversity_parallel,4,3,250,0.7330326039999999,0.418449316,0.6876881679999997,main_table_web_serper/qwen3-4b/browsecomp/div_k4/run_3
qwen3-4b,browsecomp,diversity_parallel,8,1,250,0.811005484,0.4570835240000001,0.7876864879999999,main_table_web_serper/qwen3-4b/browsecomp/div_k8/run_1
qwen3-4b,browsecomp,diversity_parallel,8,2,250,0.8079315000000004,0.4384789959999999,0.7871252600000002,main_table_web_serper/qwen3-4b/browsecomp/div_k8/run_2
qwen3-4b,browsecomp,diversity_parallel,8,3,250,0.8076185000000003,0.4364239959999998,0.7874329840000004,main_table_web_serper/qwen3-4b/browsecomp/div_k8/run_3
qwen3-4b,browsecomp,naive_parallel,4,1,250,0.047333336,0.790557084,0.080229556,main_table_web_serper/qwen3-4b/browsecomp/naive_k4/run_1
qwen3-4b,browsecomp,naive_parallel,4,2,250,0.041333336,0.7888515759999999,0.08066554,main_table_web_serper/qwen3-4b/browsecomp/naive_k4/run_2
qwen3-4b,browsecomp,naive_parallel,4,3,250,0.036000008,0.7946414440000003,0.0720024119999999,main_table_web_serper/qwen3-4b/browsecomp/naive_k4/run_3
qwen3-4b,browsecomp,naive_parallel,8,1,250,0.04784762,0.797189316,0.0794892079999999,main_table_web_serper/qwen3-4b/browsecomp/naive_k8/run_1
qwen3-4b,browsecomp,naive_parallel,8,2,250,0.047209512,0.7984451999999999,0.0841208239999999,main_table_web_serper/qwen3-4b/browsecomp/naive_k8/run_2
qwen3-4b,browsecomp,naive_parallel,8,3,250,0.047904756,0.7984392999999999,0.081533264,main_table_web_serper/qwen3-4b/browsecomp/naive_k8/run_3
qwen3-4b,browsecomp,sequential,1,1,250,0.0,0.0,0.0,main_table_web_serper/qwen3-4b/browsecomp/seq/run_1
qwen3-4b,browsecomp,sequential,1,2,250,0.0,0.0,0.0,main_table_web_serper/qwen3-4b/browsecomp/seq/run_2
qwen3-4b,browsecomp,sequential,1,3,250,0.0,0.0,0.0,main_table_web_serper/qwen3-4b/browsecomp/seq/run_3
qwen3-4b,gaia,diversity_parallel,4,1,103,0.6700029320388349,0.3802004660194175,0.577915504854369,main_table_web_serper/qwen3-4b/gaia/div_k4/run_1
qwen3-4b,gaia,diversity_parallel,4,2,103,0.6714302621359223,0.3680812621359223,0.5721737281553398,main_table_web_serper/qwen3-4b/gaia/div_k4/run_2
qwen3-4b,gaia,diversity_parallel,4,3,103,0.6697173980582523,0.3550921844660194,0.5823984271844661,main_table_web_serper/qwen3-4b/gaia/div_k4/run_3
qwen3-4b,gaia,diversity_parallel,8,1,103,0.6099789320388349,0.3729413203883495,0.5432058446601943,main_table_web_serper/qwen3-4b/gaia/div_k8/run_1
qwen3-4b,gaia,diversity_parallel,8,2,103,0.6173709514563109,0.3815605631067961,0.5508354466019416,main_table_web_serper/qwen3-4b/gaia/div_k8/run_2
qwen3-4b,gaia,diversity_parallel,8,3,103,0.6044933980582525,0.3686330679611651,0.5414173689320386,main_table_web_serper/qwen3-4b/gaia/div_k8/run_3
qwen3-4b,gaia,naive_parallel,4,1,103,0.1639270873786408,0.5658156407766991,0.2925215825242719,main_table_web_serper/qwen3-4b/gaia/naive_k4/run_1
qwen3-4b,gaia,naive_parallel,4,2,103,0.1815908155339806,0.5520178834951458,0.2984871067961164,main_table_web_serper/qwen3-4b/gaia/naive_k4/run_2
qwen3-4b,gaia,naive_parallel,4,3,103,0.1568955825242718,0.563470291262136,0.2842935145631068,main_table_web_serper/qwen3-4b/gaia/naive_k4/run_3
qwen3-4b,gaia,naive_parallel,8,1,103,0.1729291650485436,0.5843841359223303,0.2957836796116504,main_table_web_serper/qwen3-4b/gaia/naive_k8/run_1
qwen3-4b,gaia,naive_parallel,8,2,103,0.1747236116504854,0.5662944757281554,0.3034842427184466,main_table_web_serper/qwen3-4b/gaia/naive_k8/run_2
qwen3-4b,gaia,naive_parallel,8,3,103,0.1669727475728155,0.5757126310679609,0.2920017378640777,main_table_web_serper/qwen3-4b/gaia/naive_k8/run_3
qwen3-4b,gaia,sequential,1,1,103,0.0,0.0,0.0,main_table_web_serper/qwen3-4b/gaia/seq/run_1
qwen3-4b,gaia,sequential,1,2,103,0.0,0.0,0.0,main_table_web_serper/qwen3-4b/gaia/seq/run_2
qwen3-4b,gaia,sequential,1,3,103,0.0,0.0,0.0,main_table_web_serper/qwen3-4b/gaia/seq/run_3
qwen3-4b,hle,diversity_parallel,4,1,250,0.7904757,0.2745597160000001,0.6353682200000002,main_table_web_serper/qwen3-4b/hle/div_k4/run_1
qwen3-4b,hle,diversity_parallel,4,2,250,0.7929136999999999,0.2606706680000001,0.6354719679999996,main_table_web_serper/qwen3-4b/hle/div_k4/run_2
qwen3-4b,hle,diversity_parallel,4,3,250,0.796425912,0.2698903840000001,0.6385532479999992,main_table_web_serper/qwen3-4b/hle/div_k4/run_3
qwen3-4b,hle,diversity_parallel,8,1,250,0.7403603840000003,0.2887337480000002,0.6098983680000003,main_table_web_serper/qwen3-4b/hle/div_k8/run_1
qwen3-4b,hle,diversity_parallel,8,2,250,0.7469647439999995,0.2766676800000001,0.6192843160000001,main_table_web_serper/qwen3-4b/hle/div_k8/run_2
qwen3-4b,hle,diversity_parallel,8,3,250,0.7439059760000004,0.2881420559999998,0.6101484359999998,main_table_web_serper/qwen3-4b/hle/div_k8/run_3
qwen3-4b,hle,naive_parallel,4,1,250,0.2797738959999999,0.5473827279999998,0.3832876079999999,main_table_web_serper/qwen3-4b/hle/naive_k4/run_1
qwen3-4b,hle,naive_parallel,4,2,250,0.268944216,0.5507218040000001,0.383288804,main_table_web_serper/qwen3-4b/hle/naive_k4/run_2
qwen3-4b,hle,naive_parallel,4,3,250,0.2698276,0.5398642560000001,0.3851724200000001,main_table_web_serper/qwen3-4b/hle/naive_k4/run_3
qwen3-4b,hle,naive_parallel,8,1,250,0.2675367280000001,0.556319232,0.3848079080000001,main_table_web_serper/qwen3-4b/hle/naive_k8/run_1
qwen3-4b,hle,naive_parallel,8,2,250,0.2734823719999999,0.5438138959999997,0.387762144,main_table_web_serper/qwen3-4b/hle/naive_k8/run_2
qwen3-4b,hle,naive_parallel,8,3,250,0.2724716480000001,0.5428222799999998,0.3904951480000004,main_table_web_serper/qwen3-4b/hle/naive_k8/run_3
qwen3-4b,hle,sequential,1,1,250,0.0,0.0,0.0,main_table_web_serper/qwen3-4b/hle/seq/run_1
qwen3-4b,hle,sequential,1,2,250,0.0,0.0,0.0,main_table_web_serper/qwen3-4b/hle/seq/run_2
qwen3-4b,hle,sequential,1,3,250,0.0,0.0,0.0,main_table_web_serper/qwen3-4b/hle/seq/run_3
qwen3-4b,webwalker,diversity_parallel,4,1,250,0.8531084759999998,0.233589572,0.7734466040000001,main_table_web_serper/qwen3-4b/webwalker/div_k4/run_1
qwen3-4b,webwalker,diversity_parallel,4,2,250,0.8507001599999999,0.2241801280000001,0.7730382,main_table_web_serper/qwen3-4b/webwalker/div_k4/run_2
qwen3-4b,webwalker,diversity_parallel,4,3,250,0.8527153080000004,0.224761576,0.7710966200000001,main_table_web_serper/qwen3-4b/webwalker/div_k4/run_3
qwen3-4b,webwalker,diversity_parallel,8,1,250,0.8258235000000003,0.228725172,0.7492417719999996,main_table_web_serper/qwen3-4b/webwalker/div_k8/run_1
qwen3-4b,webwalker,diversity_parallel,8,2,250,0.8311725360000002,0.2068223679999999,0.7521260519999996,main_table_web_serper/qwen3-4b/webwalker/div_k8/run_2
qwen3-4b,webwalker,diversity_parallel,8,3,250,0.8239821879999998,0.2272066319999999,0.741103248,main_table_web_serper/qwen3-4b/webwalker/div_k8/run_3
qwen3-4b,webwalker,naive_parallel,4,1,250,0.20096,0.5520371239999997,0.2635553400000001,main_table_web_serper/qwen3-4b/webwalker/naive_k4/run_1
qwen3-4b,webwalker,naive_parallel,4,2,250,0.2332422479999999,0.5550906360000001,0.2803366880000001,main_table_web_serper/qwen3-4b/webwalker/naive_k4/run_2
qwen3-4b,webwalker,naive_parallel,4,3,250,0.208010196,0.5648819079999998,0.256049724,main_table_web_serper/qwen3-4b/webwalker/naive_k4/run_3
qwen3-4b,webwalker,naive_parallel,8,1,250,0.2123819640000001,0.5975868560000005,0.27155602,main_table_web_serper/qwen3-4b/webwalker/naive_k8/run_1
qwen3-4b,webwalker,naive_parallel,8,2,250,0.226196436,0.5963362480000001,0.277593584,main_table_web_serper/qwen3-4b/webwalker/naive_k8/run_2
qwen3-4b,webwalker,naive_parallel,8,3,250,0.2235617640000001,0.590905396,0.2738139559999999,main_table_web_serper/qwen3-4b/webwalker/naive_k8/run_3
qwen3-4b,webwalker,sequential,1,1,250,0.0,0.0,0.0,main_table_web_serper/qwen3-4b/webwalker/seq/run_1
qwen3-4b,webwalker,sequential,1,2,250,0.0,0.0,0.0,main_table_web_serper/qwen3-4b/webwalker/seq/run_2
qwen3-4b,webwalker,sequential,1,3,250,0.0,0.0,0.0,main_table_web_serper/qwen3-4b/webwalker/seq/run_3
qwen3-8b,browsecomp,diversity_parallel,4,1,250,0.7794453240000004,0.3244899520000001,0.750160628,main_table_web_serper/qwen3-8b/browsecomp/div_k4/run_1
qwen3-8b,browsecomp,diversity_parallel,4,2,250,0.769032512,0.3388175399999998,0.7426968480000001,main_table_web_serper/qwen3-8b/browsecomp/div_k4/run_2
qwen3-8b,browsecomp,diversity_parallel,4,3,250,0.7773983920000002,0.334186048,0.7425340319999996,main_table_web_serper/qwen3-8b/browsecomp/div_k4/run_3
qwen3-8b,browsecomp,diversity_parallel,8,1,250,0.8066860880000001,0.3529693839999999,0.7858629520000004,main_table_web_serper/qwen3-8b/browsecomp/div_k8/run_1
qwen3-8b,browsecomp,diversity_parallel,8,2,250,0.8076197479999998,0.3589841480000001,0.7870106959999998,main_table_web_serper/qwen3-8b/browsecomp/div_k8/run_2
